Datatype|TransactionID|ProductID|ProductName|SoldPrice
TITM|CA-2018-145884|TEC-PH-10000895|Polycom VVX 310 VoIP phone|1439.92
TITM|CA-2018-145884|FUR-TA-10002356|Bevis Boat-Shaped Conference Table|262.11
TITM|CA-2016-131422|FUR-CH-10001270|Harbour Creations Steel Folding Chair|207
TITM|CA-2018-162691|TEC-MA-10000488|Bady BDG101FRU Card Printer|1439.982
TITM|CA-2018-162691|OFF-PA-10003729|Xerox 1998|36.288
TITM|CA-2015-141278|OFF-AR-10003056|Newell 341|21.4
TITM|CA-2018-122693|OFF-AP-10002518|Kensington 7 Outlet MasterPiece Power Center|1245.86
TITM|CA-2015-117345|OFF-LA-10000240|Self-Adhesive Address Labels for Typewriters by Universal|17.544
TITM|CA-2015-117345|FUR-FU-10000629|9-3/4 Diameter Round Wall Clock|44.128
TITM|CA-2015-117345|OFF-AP-10001005|Honeywell Quietcare HEPA Air Cleaner|62.92
TITM|CA-2015-117345|OFF-PA-10002377|Xerox 1916|78.304
TITM|CA-2017-157763|FUR-CH-10000988|Hon Olson Stacker Stools|140.81
TITM|CA-2016-135391|OFF-LA-10001074|Round Specialty Laser Printer Labels|40.096
TITM|CA-2016-135391|FUR-FU-10001986|"Dana Fluorescent Magnifying Lamp, White, 36"""|40.784
TITM|US-2018-113852|TEC-AC-10003027|Imation 8GB Mini TravelDrive USB 2.0 Flash Drive|90.57
TITM|US-2018-158512|OFF-PA-10001804|Xerox 195|40.08
TITM|US-2018-158512|FUR-FU-10004973|Flat Face Poster Frame|37.68
TITM|CA-2018-128370|FUR-CH-10002602|DMI Arturo Collection Mission-style Design Wood Chair|362.352
TITM|CA-2018-128370|OFF-BI-10004140|Avery Non-Stick Binders|7.184
TITM|CA-2016-160472|OFF-ST-10000464|Multi-Use Personal File Cart and Caster Set, Three Stacking Bins|34.76
TITM|CA-2016-160472|TEC-AC-10002253|Imation Bio 8GB USB Flash Drive Imation Corp|831.2
TITM|CA-2016-160472|OFF-PA-10000528|Xerox 1981|26.4
TITM|CA-2016-160472|OFF-EN-10000483|White Envelopes, White Envelopes with Clear Poly Window|106.75
TITM|CA-2016-160472|OFF-PA-10003129|Tops White Computer Printout Paper|97.82
TITM|CA-2016-160472|OFF-ST-10003442|Eldon Portable Mobile Manager|141.4
TITM|CA-2015-114643|OFF-AR-10003631|Staples in misc. colors|14.52
TITM|US-2018-158218|OFF-ST-10000563|Fellowes Bankers Box Stor/Drawer Steel Plus|127.92
TITM|US-2018-158218|OFF-BI-10002133|"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets"|34.24
TITM|CA-2016-121608|OFF-AP-10002311|Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter|137.62
TITM|CA-2016-121608|TEC-PH-10004959|Classic Ivory Antique Telephone ZL1810|100.49
TITM|US-2018-121251|FUR-BO-10001918|Sauder Forest Hills Library with Doors, Woodland Oak Finish|257.568
TITM|US-2018-121251|TEC-PH-10004896|Nokia Lumia 521 (T-Mobile)|119.96
TITM|CA-2015-151078|OFF-ST-10001328|Personal Filing Tote with Lid, Black/Gray|49.632
TITM|US-2017-100839|FUR-TA-10004575|Hon 5100 Series Wood Tables|727.45
TITM|US-2017-100839|FUR-FU-10001617|"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock"|24.96
TITM|US-2018-116659|TEC-PH-10002824|Jabra SPEAK 410 Multidevice Speakerphone|370.782
TITM|CA-2018-118857|FUR-FU-10004460|"Howard Miller 12"" Round Wall Clock"|196.45
TITM|CA-2016-127110|OFF-PA-10003309|Xerox 211|31.104
TITM|CA-2016-127110|OFF-ST-10002554|Tennsco Industrial Shelving|78.256
TITM|CA-2017-148201|OFF-PA-10000019|Xerox 1931|6.48
TITM|CA-2015-116932|OFF-AR-10002067|Newell 334|99.2
TITM|CA-2015-116932|FUR-CH-10001215|Global Troy Executive Leather Low-Back Tilter|801.568
TITM|CA-2015-116932|FUR-TA-10004175|"Hon 30"" x 60"" Table with Locking Drawer"|272.848
TITM|CA-2018-142888|FUR-TA-10004767|Safco Drafting Table|70.98
TITM|CA-2015-147914|OFF-PA-10001685|Easy-staple paper|16.224
TITM|US-2017-112977|FUR-BO-10003272|O'Sullivan Living Dimensions 5-Shelf Bookcases|176.784
TITM|CA-2018-112039|TEC-PH-10000984|Panasonic KX-TG9471B|470.376
TITM|CA-2018-118885|FUR-CH-10002880|Global High-Back Leather Tilter, Burgundy|393.568
TITM|CA-2018-118885|TEC-PH-10002563|Adtran 1202752G1|302.376
TITM|US-2018-166611|OFF-BI-10001191|Canvas Sectional Post Binders|68.742
TITM|CA-2016-109512|OFF-EN-10002621|Staple envelope|29.34
TITM|CA-2016-109512|FUR-CH-10001146|Global Value Mid-Back Manager's Chair, Gray|383.607
TITM|CA-2016-109512|OFF-ST-10000689|Fellowes Strictly Business Drawer File, Letter/Legal Size|563.4
TITM|CA-2017-118570|OFF-PA-10001289|White Computer Printout Paper by Universal|217.056
TITM|CA-2018-154718|OFF-LA-10003714|Avery 510|6
TITM|CA-2017-147578|FUR-FU-10001889|Ultra Door Pull Handle|31.56
TITM|CA-2015-140165|OFF-FA-10002815|Staples|7.104
TITM|CA-2015-140165|OFF-BI-10004519|GBC DocuBind P100 Manual Binding Machine|398.352
TITM|CA-2015-142587|OFF-AP-10004708|Fellowes Superior 10 Outlet Split Surge Protector|121.792
TITM|CA-2015-142587|FUR-TA-10000617|Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal|409.59
TITM|CA-2015-157623|OFF-PA-10001204|Xerox 1972|10.56
TITM|CA-2015-157623|OFF-AR-10003723|Avery Hi-Liter Fluorescent Desk Style Markers|3.38
TITM|CA-2018-145310|OFF-EN-10002621|Staple envelope|7.824
TITM|CA-2017-100083|OFF-PA-10000241|"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case"|24.784
TITM|US-2018-108063|OFF-AR-10001446|Newell 309|34.65
TITM|CA-2016-109197|OFF-BI-10004632|Ibico Hi-Tech Manual Binding System|487.984
TITM|CA-2018-141789|OFF-BI-10001359|GBC DocuBind TL300 Electric Binding System|1793.98
TITM|CA-2015-169775|OFF-EN-10001749|Jiffy Padded Mailers with Self-Seal Closure|29.808
TITM|CA-2015-169775|OFF-BI-10004390|GBC DocuBind 200 Manual Binding Machine|505.176
TITM|CA-2015-169775|FUR-TA-10001857|Balt Solid Wood Rectangular Table|174.0585
TITM|CA-2017-140543|OFF-ST-10000563|Fellowes Bankers Box Stor/Drawer Steel Plus|191.88
TITM|CA-2017-151141|TEC-PH-10004924|"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black"|14.78
TITM|CA-2018-167094|OFF-PA-10003953|Xerox 218|5.184
TITM|CA-2018-167094|FUR-CH-10000155|Global Comet Stacking Armless Chair|478.48
TITM|CA-2018-167094|TEC-AC-10003116|Memorex Froggy Flash Drive 8 GB|28.4
TITM|CA-2018-154410|OFF-ST-10002743|SAFCO Boltless Steel Shelving|909.12
TITM|US-2017-150567|OFF-BI-10001757|Pressboard Hanging Data Binders for Unburst Sheets|2.952
TITM|US-2017-150567|OFF-BI-10000069|GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb|27.018
TITM|CA-2016-157959|FUR-FU-10004093|Hand-Finished Solid Wood Document Frame|136.92
TITM|CA-2018-105886|FUR-FU-10001037|DAX Charcoal/Nickel-Tone Document Frame, 5 x 7|18.96
TITM|CA-2017-105963|TEC-AC-10003832|Imation 16GB Mini TravelDrive USB 2.0 Flash Drive|99.39
TITM|CA-2018-121503|OFF-PA-10001878|Xerox 1891|273.896
TITM|CA-2018-121503|TEC-MA-10003674|Hewlett-Packard Deskjet 5550 Printer|597.132
TITM|CA-2015-103366|TEC-AC-10003628|Logitech 910-002974 M325 Wireless Mouse for Web Scrolling|149.95
TITM|CA-2018-124597|OFF-LA-10003190|Avery 474|4.608
TITM|CA-2018-124597|OFF-AR-10002280|Staples in misc. colors|15.528
TITM|CA-2018-124597|OFF-LA-10001569|Avery 499|11.952
TITM|CA-2016-105634|OFF-AR-10001573|American Pencil|11.65
TITM|CA-2016-123673|TEC-PH-10001809|Panasonic KX T7736-B Digital phone|299.9
TITM|US-2018-111423|OFF-BI-10003091|GBC DocuBind TL200 Manual Binding Machine|895.92
TITM|US-2018-111423|FUR-CH-10003981|Global Commerce Series Low-Back Swivel/Tilt Chairs|462.564
TITM|CA-2016-125178|OFF-ST-10002562|Staple magnet|15.008
TITM|CA-2017-156685|TEC-PH-10004345|Cisco SPA 502G IP Phone|863.64
TITM|CA-2017-156685|OFF-AR-10000588|Newell 345|47.616
TITM|CA-2018-126865|OFF-PA-10003039|Xerox 1960|92.94
TITM|CA-2018-102834|TEC-AC-10001908|Logitech Wireless Headset h800|199.98
TITM|US-2017-139710|TEC-PH-10001198|Avaya 4621SW VoIP phone|177.48
TITM|CA-2018-121538|OFF-PA-10004071|Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box|88.768
TITM|US-2018-101539|OFF-PA-10001972|Xerox 214|6.48
TITM|US-2018-101539|OFF-ST-10004180|Safco Commercial Shelving|46.51
TITM|US-2018-101539|TEC-PH-10004165|Mitel MiVoice 5330e IP Phone|659.976
TITM|CA-2017-152121|TEC-PH-10002483|Motorola Moto X|271.992
TITM|CA-2018-161200|FUR-BO-10000468|O'Sullivan 2-Shelf Heavy-Duty Bookcases|145.74
TITM|CA-2018-161200|FUR-FU-10001706|Longer-Life Soft White Bulbs|15.4
TITM|CA-2018-101245|OFF-PA-10003129|Tops White Computer Printout Paper|244.55
TITM|CA-2018-101245|TEC-AC-10001284|Enermax Briskie RF Wireless Keyboard and Mouse Combo|166.16
TITM|CA-2016-141768|FUR-FU-10002268|Ultra Door Push Plate|14.73
TITM|CA-2017-112109|OFF-BI-10002082|GBC Twin Loop Wire Binding Elements|19.968
TITM|CA-2017-112109|OFF-ST-10001505|"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H"|33.488
TITM|CA-2017-112109|OFF-BI-10001634|Wilson Jones Active Use Binders|8.736
TITM|CA-2017-112109|FUR-CH-10004287|SAFCO Arco Folding Chair|662.88
TITM|CA-2018-144064|OFF-LA-10004544|Avery 505|47.36
TITM|CA-2018-144064|OFF-ST-10004507|Advantus Rolling Storage Box|27.44
TITM|CA-2018-144064|OFF-BI-10002012|Wilson Jones Easy Flow II Sheet Lifters|3.24
TITM|CA-2017-108581|TEC-AC-10001109|Logitech Trackman Marble Mouse|95.968
TITM|CA-2017-108581|OFF-PA-10000809|Xerox 206|10.368
TITM|CA-2018-157987|OFF-AR-10000658|Newell 324|23.1
TITM|CA-2018-157987|FUR-FU-10001196|DAX Cubicle Frames - 8x10|11.54
TITM|CA-2018-157987|FUR-TA-10001889|Bush Advantage Collection Racetrack Conference Table|254.526
TITM|CA-2018-157987|OFF-AP-10000358|Fellowes Basic Home/Office Series Surge Protectors|12.98
TITM|CA-2018-157987|OFF-BI-10004970|"ACCOHIDE 3-Ring Binder, Blue, 1"""|26.432
TITM|CA-2018-157987|TEC-PH-10003885|Cisco SPA508G|197.97
TITM|CA-2018-157987|OFF-LA-10001641|Avery 518|18.9
TITM|CA-2018-157987|FUR-CH-10003379|Global Commerce Series High-Back Swivel/Tilt Chairs|1282.41
TITM|CA-2018-157987|OFF-AR-10004582|BIC Brite Liner Grip Highlighters|4.92
TITM|CA-2018-157987|TEC-AC-10002842|WD My Passport Ultra 2TB Portable External Hard Drive|238
TITM|CA-2018-157987|TEC-AC-10000109|Sony Micro Vault Click 16 GB USB 2.0 Flash Drive|167.97
TITM|CA-2018-157987|OFF-PA-10003893|Xerox 1962|17.12
TITM|CA-2018-110905|OFF-BI-10003669|3M Organizer Strips|16.2
TITM|CA-2018-110905|OFF-AP-10004785|Holmes Replacement Filter for HEPA Air Cleaner, Medium Room|33.99
TITM|CA-2018-110905|TEC-AC-10003023|Logitech G105 Gaming Keyboard|296.85
TITM|CA-2018-110905|TEC-AC-10002217|Imation Clip USB flash drive - 8 GB|112.8
TITM|CA-2018-110905|OFF-BI-10002954|Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders|13.71
TITM|CA-2018-110905|OFF-PA-10002586|Xerox 1970|24.9
TITM|CA-2018-110905|OFF-ST-10000025|Fellowes Stor/Drawer Steel Plus Storage Drawers|286.29
TITM|CA-2018-110905|OFF-AP-10003281|Acco 6 Outlet Guardian Standard Surge Suppressor|24.18
TITM|CA-2018-165841|TEC-PH-10002103|Jabra SPEAK 410|281.97
TITM|CA-2018-165841|OFF-SU-10000898|"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L"|69.5
TITM|CA-2018-165841|OFF-PA-10001144|Xerox 1913|166.44
TITM|CA-2018-117485|TEC-AC-10004659|Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB|291.96
TITM|CA-2018-140242|OFF-AR-10004752|Blackstonian Pencils|6.408
TITM|CA-2018-140242|TEC-AC-10004659|Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB|408.744
TITM|CA-2015-148950|OFF-BI-10001249|Avery Heavy-Duty EZD View Binder with Locking Rings|5.104
TITM|CA-2015-148950|OFF-FA-10003059|Assorted Color Push Pins|2.896
TITM|CA-2015-148950|TEC-AC-10002718|Belkin Standard 104 key USB Keyboard|35.016
TITM|CA-2015-110408|OFF-ST-10001522|Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h|275.97
TITM|CA-2015-110408|TEC-PH-10002352|Avaya IP Phone 1140E VoIP phone|1394.95
TITM|CA-2015-110408|FUR-CH-10003774|Global Wood Trimmed Manager's Task Chair, Khaki|545.88
TITM|CA-2016-109939|OFF-AR-10000127|Newell 321|5.248
TITM|CA-2017-112669|FUR-CH-10004086|Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs|933.536
TITM|CA-2017-112669|OFF-ST-10001228|Fellowes Personal Hanging Folder Files, Navy|42.976
TITM|CA-2016-119592|OFF-BI-10004187|3-ring staple pack|3.76
TITM|CA-2015-122749|TEC-PH-10003811|Jabra Supreme Plus Driver Edition Headset|479.96
TITM|CA-2015-164721|OFF-AP-10000240|Belkin F9G930V10-GRY 9 Outlet Surge|320.88
TITM|CA-2015-164721|FUR-FU-10001940|Staple-based wall hangings|23.88
TITM|CA-2015-164721|OFF-PA-10000575|Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page|26.76
TITM|CA-2017-147417|TEC-CO-10001449|Hewlett Packard LaserJet 3310 Copier|1439.976
TITM|CA-2016-127509|OFF-BI-10002393|Binder Posts|17.22
TITM|CA-2016-127509|FUR-TA-10002855|Bevis Round Conference Table Top & Single Column Base|1024.38
TITM|CA-2016-127509|OFF-EN-10000781|"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes"|26.22
TITM|CA-2016-127509|OFF-PA-10002160|Xerox 1978|17.34
TITM|CA-2018-111374|OFF-BI-10004970|"ACCOHIDE 3-Ring Binder, Blue, 1"""|4.956
TITM|CA-2018-133648|OFF-LA-10003923|Alphabetical Labels for Top Tab Filing|71.04
TITM|CA-2018-133648|OFF-AR-10002257|Eldon Spacemaker Box, Quick-Snap Lid, Clear|5.344
TITM|CA-2018-133648|OFF-FA-10004395|Plymouth Boxed Rubber Bands by Plymouth|11.304
TITM|US-2018-147221|OFF-AP-10002534|3.6 Cubic Foot Counter Height Office Refrigerator|294.62
TITM|US-2018-147221|FUR-FU-10004020|Advantus Panel Wall Acrylic Frame|8.752
TITM|CA-2015-131905|OFF-LA-10002787|Avery 480|15
TITM|CA-2015-131905|TEC-PH-10003645|Aastra 57i VoIP phone|161.61
TITM|CA-2015-131905|TEC-PH-10001615|AT&T CL82213|144.95
TITM|CA-2018-166128|TEC-AC-10001767|SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card|199.95
TITM|CA-2018-166128|OFF-AR-10001221|Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color|41.86
TITM|CA-2018-163510|OFF-ST-10000563|Fellowes Bankers Box Stor/Drawer Steel Plus|95.94
TITM|CA-2018-163510|FUR-CH-10001146|Global Value Mid-Back Manager's Chair, Gray|304.45
TITM|US-2018-143028|OFF-BI-10004738|Flexible Leather- Look Classic Collection Ring Binder|11.364
TITM|CA-2015-111150|OFF-AR-10000034|BIC Brite Liner Grip Highlighters, Assorted, 5/Pack|29.68
TITM|CA-2015-111150|TEC-AC-10000290|Sabrent 4-Port USB 2.0 Hub|47.53
TITM|CA-2018-165386|FUR-BO-10003034|O'Sullivan Elevations Bookcase, Cherry Finish|183.372
TITM|CA-2015-116407|OFF-AR-10001315|Newell 310|4.224
TITM|CA-2015-116407|OFF-AP-10002118|"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators"|333.056
TITM|CA-2015-116407|OFF-PA-10002137|Southworth 100% Résumé Paper, 24lb.|24.896
TITM|CA-2016-155761|TEC-AC-10001606|Logitech Wireless Performance Mouse MX for PC and Mac|159.984
TITM|CA-2016-155761|OFF-ST-10000943|Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black|46.344
TITM|CA-2017-145905|FUR-CH-10001854|Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat|350.98
TITM|CA-2017-145905|OFF-PA-10000533|Southworth Parchment Paper & Envelopes|13.08
TITM|CA-2017-145905|OFF-ST-10003716|Tennsco Double-Tier Lockers|900.08
TITM|CA-2016-113110|OFF-BI-10000088|GBC Imprintable Covers|17.568
TITM|CA-2016-113110|OFF-LA-10000240|Self-Adhesive Address Labels for Typewriters by Universal|14.62
TITM|CA-2016-113110|OFF-SU-10001165|Acme Elite Stainless Steel Scissors|33.36
TITM|CA-2016-113110|OFF-PA-10002749|Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page|40.14
TITM|CA-2017-168354|OFF-ST-10001490|Hot File 7-Pocket, Floor Stand|1606.23
TITM|CA-2017-168354|OFF-PA-10002377|"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages"|17.04
TITM|CA-2017-168354|OFF-BI-10004826|JM Magazine Binder|49.53
TITM|CA-2017-168354|FUR-CH-10004675|Lifetime Advantage Folding Chairs, 4/Carton|872.32
TITM|US-2018-111241|OFF-BI-10002867|GBC Recycled Regency Composition Covers|239.12
TITM|CA-2016-114237|FUR-BO-10004409|Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray|141.96
TITM|CA-2017-113516|OFF-BI-10002225|"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8"""|33.024
TITM|CA-2017-113516|OFF-BI-10001989|Premium Transparent Presentation Covers by GBC|67.136
TITM|CA-2016-117961|OFF-BI-10000343|"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue"|14.73
TITM|CA-2016-117961|OFF-ST-10001172|Tennsco Lockers, Sand|104.9
TITM|CA-2016-117961|OFF-BI-10003707|Aluminum Screw Posts|61.04
TITM|CA-2016-117961|OFF-PA-10001274|Loose Memo Sheets|10.95
TITM|CA-2017-128923|OFF-PA-10002250|Things To Do Today Pad|9.392
TITM|CA-2017-128923|OFF-AR-10000475|Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black|9.328
TITM|CA-2018-162481|OFF-BI-10002976|ACCOHIDE Binder by Acco|8.26
TITM|CA-2018-162481|FUR-CH-10003061|Global Leather Task Chair, Black|269.97
TITM|CA-2016-119214|OFF-PA-10002893|"Wirebound Service Call Books, 5 1/2"" x 4"""|29.04
TITM|CA-2016-119214|OFF-LA-10003077|Avery 500|14.62
TITM|CA-2016-122287|OFF-PA-10001661|Xerox 1922|11.952
TITM|CA-2016-122287|OFF-BI-10004656|Peel & Stick Add-On Corner Pockets|4.536
TITM|CA-2016-122287|OFF-BI-10003707|Aluminum Screw Posts|9.156
TITM|CA-2016-122287|FUR-FU-10004973|Flat Face Poster Frame|75.36
TITM|CA-2016-104493|OFF-BI-10004817|GBC Personal VeloBind Strips|57.504
TITM|US-2018-158946|OFF-AR-10001860|BIC Liqua Brite Liner|38.864
TITM|CA-2015-129168|OFF-PA-10001639|Xerox 203|15.552
TITM|CA-2017-131835|OFF-AP-10004487|Kensington 4 Outlet MasterPiece Compact Power Control Center|162.64
TITM|CA-2017-131835|TEC-PH-10001760|Bose SoundLink Bluetooth Speaker|597
TITM|CA-2017-131835|OFF-PA-10004071|Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box|55.48
TITM|CA-2016-142237|FUR-FU-10004848|"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock"|289.8
TITM|CA-2016-142237|OFF-BI-10004022|Acco Suede Grain Vinyl Round Ring Binder|2.502
TITM|CA-2016-142237|OFF-BI-10003669|3M Organizer Strips|6.48
TITM|CA-2016-142237|FUR-CH-10003833|Novimex Fabric Task Chair|341.488
TITM|CA-2016-142237|OFF-AR-10003732|Newell 333|11.12
TITM|CA-2016-142237|FUR-FU-10003142|Master Big Foot Doorstop, Beige|25.344
TITM|CA-2017-136434|FUR-FU-10001196|DAX Cubicle Frames - 8x10|17.31
TITM|CA-2018-120376|TEC-AC-10001114|Microsoft Wireless Mobile Mouse 4000|199.95
TITM|CA-2018-120376|FUR-CH-10002335|Hon GuestStacker Chair|1586.69
TITM|CA-2018-120376|TEC-AC-10000844|Logitech Gaming G510s - Keyboard|84.99
TITM|CA-2018-120376|FUR-TA-10004534|Bevis 44 x 96 Conference Tables|411.8
TITM|CA-2015-106439|OFF-FA-10002975|Staples|11.34
TITM|CA-2015-106439|OFF-ST-10003996|Letter/Legal File Tote with Clear Snap-On Lid, Black Granite|80.3
TITM|CA-2015-106439|OFF-BI-10002571|"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2"""|15.968
TITM|CA-2015-106439|OFF-PA-10000477|Xerox 1952|64.74
TITM|CA-2015-106439|OFF-BI-10004209|Fellowes Twister Kit, Gray/Clear, 3/pkg|19.296
TITM|CA-2015-106439|OFF-ST-10001963|Tennsco Regal Shelving Units|405.64
TITM|CA-2015-106439|FUR-CH-10003833|Novimex Fabric Task Chair|146.352
TITM|CA-2015-106439|TEC-AC-10004568|Maxell LTO Ultrium - 800 GB|251.91
TITM|CA-2015-106439|OFF-AR-10001419|Newell 325|12.39
TITM|CA-2016-133452|TEC-AC-10002800|Plantronics Audio 478 Stereo USB Headset|199.96
TITM|CA-2016-133452|FUR-TA-10003954|Hon 94000 Series Round Tables|710.832
TITM|CA-2017-146521|OFF-BI-10000301|GBC Instant Report Kit|1.941
TITM|US-2018-110996|FUR-CH-10003956|Novimex High-Tech Fabric Mesh Task Chair|283.92
TITM|CA-2017-129693|OFF-BI-10002954|Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders|7.312
TITM|CA-2018-122504|TEC-AC-10003289|Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard|59.97
TITM|CA-2018-122504|TEC-PH-10002468|Plantronics CS 50-USB - headset - Convertible, Monaural|761.544
TITM|CA-2015-131051|FUR-FU-10001861|Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts|58.2
TITM|CA-2018-140676|OFF-PA-10004082|Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book|39.9
TITM|CA-2018-140676|OFF-AP-10000358|Fellowes Basic Home/Office Series Surge Protectors|90.86
TITM|CA-2018-140676|OFF-PA-10004243|Xerox 1939|94.85
TITM|CA-2016-120103|OFF-PA-10001295|Computer Printout Paper with Letter-Trim Perforations|106.232
TITM|CA-2016-120103|TEC-PH-10002170|ClearSounds CSC500 Amplified Spirit Phone Corded phone|111.984
TITM|CA-2016-120103|FUR-FU-10002885|Magna Visual Magnetic Picture Hangers|7.712
TITM|CA-2018-104647|OFF-PA-10002870|Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”|37.44
TITM|CA-2015-110352|OFF-LA-10003923|Alphabetical Labels for Top Tab Filing|23.68
TITM|CA-2017-140501|OFF-LA-10003510|Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White|122.12
TITM|CA-2017-140501|OFF-LA-10000248|Avery 52|18.45
TITM|CA-2017-140501|OFF-ST-10000060|Fellowes Bankers Box Staxonsteel Drawer File/Stacking System|324.9
TITM|CA-2017-140501|OFF-PA-10003129|Tops White Computer Printout Paper|146.73
TITM|CA-2017-140501|OFF-FA-10004076|Translucent Push Pins by OIC|3.96
TITM|CA-2016-139290|OFF-LA-10004008|Avery 507|5.76
TITM|CA-2018-166142|OFF-BI-10004094|GBC Standard Plastic Binding Systems Combs|26.55
TITM|CA-2018-166142|FUR-TA-10004607|Hon 2111 Invitation Series Straight Table|310.443
TITM|CA-2015-145926|FUR-CH-10004289|Global Super Steno Chair|479.9
TITM|CA-2016-149678|OFF-SU-10004498|Martin-Yale Premier Letter Opener|12.88
TITM|US-2016-164357|OFF-AR-10001177|Newell 349|13.12
TITM|US-2017-146570|OFF-BI-10001718|GBC DocuBind P50 Personal Binding Machine|511.84
TITM|US-2017-146570|OFF-AR-10004602|Boston KS Multi-Size Manual Pencil Sharpener|91.96
TITM|US-2017-146570|OFF-AR-10003856|Newell 344|8.34
TITM|CA-2018-124401|OFF-ST-10000649|Hanging Personal Folder File|37.68
TITM|CA-2018-124401|TEC-AC-10002926|Logitech Wireless Marathon Mouse M705|279.944
TITM|US-2015-140116|OFF-ST-10000078|Tennsco 6- and 18-Compartment Lockers|636.408
TITM|US-2015-140116|OFF-AR-10001044|BOSTON Ranger #55 Pencil Sharpener, Black|83.168
TITM|CA-2015-123295|FUR-CH-10002372|Office Star - Ergonomically Designed Knee Chair|259.136
TITM|CA-2018-167101|OFF-PA-10000357|Xerox 1888|221.92
TITM|CA-2018-167101|TEC-AC-10001266|Memorex Micro Travel Drive 8 GB|26
TITM|US-2015-167633|OFF-PA-10004888|Xerox 217|15.552
TITM|US-2015-152723|OFF-BI-10003460|Acco 3-Hole Punch|0.876
TITM|CA-2016-164882|OFF-PA-10000157|Xerox 191|19.98
TITM|CA-2016-164882|OFF-BI-10004519|GBC DocuBind P100 Manual Binding Machine|398.352
TITM|CA-2016-164882|OFF-AR-10004272|Newell 308|5.04
TITM|CA-2016-164882|OFF-FA-10000585|OIC Bulk Pack Metal Binder Clips|17.45
TITM|CA-2016-164882|FUR-CH-10004218|Global Fabric Manager's Chair, Dark Gray|323.136
TITM|CA-2016-164882|OFF-SU-10004231|Acme Tagit Stainless Steel Antibacterial Scissors|29.7
TITM|CA-2016-164882|TEC-PH-10001578|Polycom SoundStation2 EX Conference phone|1295.84
TITM|CA-2016-164882|OFF-ST-10003638|Mobile Personal File Cube|46.84
TITM|CA-2016-164882|FUR-BO-10002213|DMI Eclipse Executive Suite Bookcases|425.833
TITM|CA-2016-159786|FUR-TA-10001307|SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black|209.67
TITM|CA-2017-130267|OFF-PA-10002222|"Xerox Color Copier Paper, 11"" x 17"", Ream"|159.88
TITM|CA-2018-155460|OFF-PA-10002479|Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright)|5.28
TITM|CA-2018-155460|OFF-BI-10003091|GBC DocuBind TL200 Manual Binding Machine|895.92
TITM|US-2018-168690|OFF-BI-10000145|Zipper Ring Binder Pockets|2.808
TITM|CA-2018-158246|FUR-CH-10003061|Global Leather Task Chair, Black|215.976
TITM|CA-2018-167381|FUR-BO-10001972|O'Sullivan 4-Shelf Bookcase in Odessa Pine|241.96
TITM|CA-2018-167381|OFF-LA-10000134|Avery 511|27.72
