Datatype|TransactionID|OrderDate|TotalPrice
THDR|CA-2016-141040|10/09/2016|655.88
THDR|CA-2015-113579|13/12/2015|90.24
THDR|CA-2015-144624|19/11/2015|4548.81
THDR|CA-2017-146206|09/10/2017|1020.89
THDR|CA-2015-136644|16/06/2015|647.84
THDR|CA-2016-122371|26/09/2016|188.63
THDR|CA-2017-126935|19/05/2017|9.584
THDR|US-2018-133781|22/06/2018|37.608
THDR|CA-2018-131618|17/06/2018|23.888
THDR|CA-2017-149482|14/11/2017|7.38
THDR|CA-2015-143917|25/07/2015|8319.29
THDR|CA-2016-120397|07/02/2016|32.784
THDR|CA-2018-163902|03/02/2018|676.716
THDR|CA-2017-136812|18/11/2017|1117.92
THDR|CA-2016-102722|18/04/2016|106.5
THDR|CA-2018-155089|12/02/2018|45.66
THDR|CA-2017-124506|11/11/2017|143.96
THDR|CA-2015-106572|09/05/2015|264.32
THDR|CA-2015-128888|15/11/2015|604.656
THDR|CA-2018-123134|05/02/2018|129.93
THDR|CA-2017-124352|15/10/2017|1058.27
THDR|CA-2016-124541|04/06/2016|92.052
THDR|CA-2015-108707|24/10/2015|10.368
THDR|CA-2015-111500|17/08/2015|484.79
THDR|US-2018-117723|15/08/2018|1801.632
THDR|CA-2016-143238|09/06/2016|46.32
THDR|CA-2016-168746|27/01/2016|769.332
THDR|CA-2016-113404|16/07/2016|2048.856
THDR|CA-2017-144792|30/04/2017|111.888
THDR|CA-2015-164385|26/09/2015|143.952
THDR|US-2017-114174|09/08/2017|188.7
THDR|CA-2018-108070|16/04/2018|308.753
THDR|US-2016-128090|16/08/2016|2200.328
THDR|CA-2018-101042|19/11/2018|843.84
THDR|CA-2017-155439|14/09/2017|25.92
THDR|CA-2017-118626|15/08/2017|705.544
THDR|CA-2016-111458|26/09/2016|50
THDR|US-2017-126844|10/08/2017|51.712
THDR|US-2016-112508|24/03/2016|6.992
THDR|CA-2016-147788|31/05/2016|1745.71
THDR|CA-2016-144288|25/12/2016|19.584
THDR|CA-2016-110632|17/03/2016|48.84
THDR|CA-2018-109589|21/12/2018|71
THDR|CA-2018-123967|11/01/2018|2690.74
THDR|CA-2018-148929|09/07/2018|478.08
THDR|CA-2018-134404|27/12/2018|177.636
THDR|CA-2018-109778|16/07/2018|2.912
THDR|CA-2017-155845|08/12/2017|1399.944
THDR|CA-2018-145128|07/09/2018|526.45
THDR|CA-2015-129091|22/11/2015|1022.61
THDR|US-2015-155502|26/01/2015|944.61
THDR|CA-2016-121041|11/03/2016|6.608
THDR|CA-2018-131695|30/06/2018|270.8
THDR|CA-2017-137729|05/05/2017|252.148
THDR|US-2017-115455|09/08/2017|615.606
THDR|CA-2018-128300|24/11/2018|406.94
THDR|CA-2018-149048|13/05/2018|2229.18
THDR|CA-2018-108553|23/04/2018|244.65
THDR|CA-2017-165848|06/04/2017|1562.694
THDR|CA-2015-112718|16/12/2015|1.167
THDR|CA-2017-154053|03/04/2017|16.99
THDR|CA-2015-127446|25/11/2015|1273.623
THDR|CA-2017-137204|28/04/2017|41.568
THDR|CA-2015-147298|26/04/2015|248.568
THDR|CA-2018-147942|04/01/2018|127.46
THDR|CA-2018-115931|22/12/2018|126.98
THDR|CA-2015-164861|12/03/2015|25.92
THDR|CA-2018-127180|22/10/2018|13716.458
THDR|US-2018-165344|13/11/2018|725.079
THDR|CA-2016-168186|09/10/2016|14.94
THDR|US-2018-110604|15/05/2018|303.544
THDR|CA-2016-116750|07/05/2016|12.158
THDR|CA-2016-162369|15/08/2016|323.1
THDR|CA-2018-108441|06/12/2018|954.548
THDR|CA-2016-169740|20/02/2016|29.99
THDR|CA-2017-124051|29/12/2017|186.048
THDR|CA-2017-149111|17/04/2017|55.416
THDR|CA-2015-131002|09/07/2015|1040.19
THDR|US-2017-146794|26/09/2017|424.9575
THDR|CA-2018-112515|17/09/2018|1782.104
THDR|CA-2017-150343|16/08/2017|10.86
THDR|CA-2016-135538|24/12/2016|883.84
THDR|CA-2018-123372|28/11/2018|2059.85
THDR|CA-2018-159604|14/04/2018|8.76
THDR|CA-2017-164784|05/01/2017|377.346
THDR|CA-2017-111794|10/01/2017|107.864
THDR|US-2016-139759|25/08/2016|146.744
THDR|CA-2015-126403|09/09/2015|2304.37
THDR|CA-2018-136875|12/03/2018|166.44
THDR|CA-2018-132185|27/11/2018|52.344
THDR|US-2015-160780|21/06/2015|36.252
THDR|CA-2018-127026|21/01/2018|1239.833
THDR|CA-2018-137085|29/06/2018|312.552
THDR|CA-2017-133123|09/06/2017|99.156
THDR|US-2017-128195|08/04/2017|3.98
THDR|CA-2016-153220|11/12/2016|15.7
THDR|CA-2015-123064|30/06/2015|5.248
THDR|CA-2018-156412|12/04/2018|5.346
THDR|US-2017-144211|28/08/2017|124.056
THDR|CA-2017-138079|22/01/2017|109.9
THDR|CA-2015-143182|15/10/2015|15.384
THDR|CA-2017-161662|02/07/2017|30.352
THDR|CA-2015-145317|18/03/2015|23661.228
THDR|CA-2015-143413|24/05/2015|116.28
THDR|CA-2018-156818|07/11/2018|132.6
THDR|CA-2018-155873|16/06/2018|228.28
THDR|CA-2016-121797|30/01/2016|2147.336
THDR|US-2016-120572|12/11/2016|12.828
THDR|CA-2018-132430|10/09/2018|45.888
THDR|CA-2018-146031|29/07/2018|60.12
THDR|CA-2015-110100|25/04/2015|302.376
THDR|CA-2016-103723|12/01/2016|13.9
THDR|CA-2015-127187|12/04/2015|129.98
THDR|CA-2018-128475|26/08/2018|71.98
THDR|CA-2015-100006|09/07/2015|377.97
THDR|CA-2018-144827|21/12/2018|124.36
THDR|CA-2015-110030|12/06/2015|23.976
THDR|CA-2015-121286|11/04/2015|66.616
THDR|CA-2017-164735|14/04/2017|81.2
THDR|CA-2015-153479|10/04/2015|110.098
THDR|CA-2018-149888|11/07/2018|710.322
THDR|CA-2018-119193|22/12/2018|631.599
THDR|CA-2018-104801|13/02/2018|914.12
THDR|CA-2015-107594|07/02/2015|79.56
THDR|CA-2016-129770|21/02/2016|49.12
THDR|CA-2016-115798|13/11/2016|810.2
THDR|CA-2018-122707|16/04/2018|503.22
THDR|CA-2017-165015|25/02/2017|46.72
THDR|CA-2015-149244|11/04/2015|35.34
THDR|CA-2016-140144|20/06/2016|383.616
THDR|CA-2018-163321|08/07/2018|79.992
THDR|CA-2015-155887|05/12/2015|700.056
THDR|US-2016-165449|22/11/2016|27.168
THDR|CA-2016-110247|12/04/2016|8.226
THDR|US-2015-141257|06/08/2015|585.552
THDR|CA-2015-154669|08/08/2015|423.28
THDR|CA-2015-158029|26/05/2015|225.296
THDR|CA-2016-155306|17/04/2016|2572.5
THDR|CA-2017-127775|06/11/2017|239.97
THDR|CA-2017-146171|03/11/2017|558.24
THDR|CA-2015-129574|26/05/2015|48.4
THDR|CA-2018-126536|10/12/2018|102.83
THDR|CA-2018-165757|22/06/2018|50.415
THDR|CA-2018-167752|15/01/2018|1958.544
THDR|US-2016-122140|04/02/2016|130.288
THDR|CA-2017-163986|09/03/2017|54.5
THDR|CA-2018-158967|12/10/2018|19.104
THDR|CA-2017-131576|22/11/2017|49.44
THDR|CA-2018-143455|11/11/2018|10.368
THDR|CA-2017-144729|21/10/2017|154.44
THDR|CA-2016-127019|21/12/2016|60.984
THDR|CA-2016-138534|17/07/2016|195.466
THDR|CA-2018-108322|30/04/2018|26.056
THDR|CA-2018-167668|05/06/2018|59.2
THDR|CA-2018-146724|20/11/2018|22
THDR|CA-2017-139878|11/11/2017|257.98
THDR|US-2017-106677|11/05/2017|23.988
THDR|CA-2017-116974|10/09/2017|23.976
THDR|CA-2016-149972|21/09/2016|609.436
THDR|US-2015-117744|12/02/2015|114.784
THDR|CA-2015-125514|21/09/2015|68.71
THDR|CA-2015-154599|04/12/2015|1840.043
THDR|CA-2018-158743|20/10/2018|199.17
THDR|CA-2017-153318|25/10/2017|783.96
THDR|US-2016-110163|11/01/2016|7.88
THDR|CA-2018-143329|11/03/2018|41.37
THDR|CA-2016-159380|05/12/2016|38.52
THDR|CA-2016-122623|09/07/2016|47.516
THDR|CA-2016-148635|25/07/2016|1288.848
THDR|CA-2016-135685|16/11/2016|2233.02
THDR|CA-2016-104626|09/01/2016|1388.46
THDR|CA-2017-160500|05/05/2017|305.496
THDR|CA-2017-100202|31/12/2017|302.376
THDR|CA-2018-131016|18/09/2018|56.512
THDR|US-2015-112914|25/09/2015|340.3128
THDR|CA-2017-124149|23/04/2017|242.56
THDR|CA-2015-148915|11/01/2015|599.896
THDR|CA-2018-134649|26/01/2018|22.63
THDR|CA-2018-110842|11/11/2018|151.93
THDR|CA-2017-147368|06/09/2017|695.7
THDR|US-2016-104185|09/03/2016|120.33
THDR|US-2015-125521|14/03/2015|1139.92
THDR|US-2018-135062|31/08/2018|229.544
THDR|CA-2018-135650|23/03/2018|143.728
THDR|CA-2018-112865|18/05/2018|36.048
THDR|US-2017-162852|27/12/2017|845.488
THDR|CA-2018-138163|17/11/2018|50.94
THDR|CA-2018-152093|09/10/2018|762.594
THDR|CA-2018-157854|04/08/2018|2747.25
THDR|CA-2017-123617|28/11/2017|7.434
THDR|US-2017-128293|06/02/2017|64.784
THDR|CA-2018-107342|17/12/2018|28.16
THDR|CA-2017-136371|19/03/2017|35.3
THDR|CA-2018-137344|20/08/2018|40.29
THDR|CA-2018-169810|25/07/2018|20.23
THDR|CA-2017-128594|26/08/2017|1603.136
THDR|CA-2017-154690|15/08/2017|225.296
THDR|CA-2018-138975|19/05/2018|2361.52
THDR|CA-2018-106537|08/12/2018|20.736
THDR|US-2018-103828|13/08/2018|206.67
THDR|CA-2017-115588|11/10/2017|53.696
THDR|CA-2018-143861|06/12/2018|17.088
THDR|CA-2015-148040|22/03/2015|388.704
THDR|CA-2018-135167|15/06/2018|4.26
THDR|CA-2018-137022|16/11/2018|811.28
THDR|US-2018-102638|29/12/2018|6.03
THDR|US-2017-167339|21/01/2017|1167.056
THDR|CA-2017-152072|15/01/2017|311.97
THDR|CA-2017-102932|19/09/2017|53.37
THDR|CA-2015-165540|21/02/2015|8.85
THDR|CA-2017-130799|11/11/2017|6.96
THDR|CA-2017-164483|30/01/2017|17.456
THDR|US-2017-159856|18/10/2017|307.92
THDR|CA-2018-102099|18/12/2018|51.99
THDR|CA-2018-164049|11/02/2018|23.85
THDR|CA-2015-142727|29/04/2015|69.9
THDR|CA-2018-139913|23/10/2018|142.92
THDR|CA-2015-169033|30/03/2015|49.65
THDR|US-2017-164630|01/04/2017|959.968
THDR|US-2016-114839|26/04/2016|408.422
THDR|CA-2016-166464|09/12/2016|492.584
THDR|CA-2018-124898|09/11/2018|184.66
THDR|CA-2017-164035|06/12/2017|23.12
THDR|CA-2017-153577|27/06/2017|577.122
THDR|CA-2015-127586|26/09/2015|310.12
THDR|CA-2018-121615|11/03/2018|75.9
THDR|CA-2018-166415|19/02/2018|11.22
THDR|CA-2016-118444|11/05/2016|387.136
THDR|CA-2015-113929|16/06/2015|115.952
THDR|CA-2016-134747|10/12/2016|412.24
THDR|CA-2018-155047|27/08/2018|5.952
THDR|CA-2017-160129|23/11/2017|100.616
THDR|CA-2018-164329|30/01/2018|129.3
THDR|US-2016-141453|30/11/2016|3.882
THDR|CA-2015-156993|28/06/2015|6.08
THDR|CA-2015-157721|09/02/2015|90.61
THDR|CA-2018-128629|07/10/2018|18.84
THDR|CA-2018-158106|06/04/2018|8.64
THDR|US-2018-120390|19/10/2018|1633.188
THDR|CA-2018-143434|18/11/2018|19.76
THDR|CA-2016-168564|08/08/2016|158.672
THDR|US-2017-169040|12/06/2017|1169.454
THDR|CA-2018-155880|25/03/2018|1986.52
THDR|CA-2018-126242|19/11/2018|323.71
THDR|CA-2017-166443|11/04/2017|38.29
THDR|CA-2018-169859|14/12/2018|134.91
THDR|CA-2018-134915|11/12/2018|972.08
THDR|CA-2017-153353|18/08/2017|39.99
THDR|CA-2018-123638|27/06/2018|191.646
THDR|CA-2018-168900|05/04/2018|2.313
THDR|CA-2016-158456|24/12/2016|65.856
THDR|CA-2018-143665|26/04/2018|59.62
THDR|CA-2018-137428|16/12/2018|222.032
THDR|CA-2015-162866|27/12/2015|62.968
THDR|CA-2018-167941|11/06/2018|831.368
THDR|CA-2018-111808|16/12/2018|10.8
THDR|CA-2016-137512|05/07/2016|259.942
THDR|CA-2018-139773|12/04/2018|188.552
THDR|CA-2018-134607|10/03/2018|22.58
THDR|CA-2015-109232|13/01/2015|545.94
THDR|CA-2016-139850|06/12/2016|64.032
THDR|CA-2015-131310|07/12/2015|134.4
THDR|US-2015-112872|12/06/2015|328.914
THDR|CA-2017-139269|25/05/2017|1311.97
THDR|CA-2017-139010|21/02/2017|511.948
THDR|CA-2017-134376|10/02/2017|61.44
THDR|CA-2018-147291|03/11/2018|895.92
THDR|CA-2017-112893|09/09/2017|55.36
THDR|US-2015-150532|14/07/2015|55.92
THDR|CA-2015-138317|21/06/2015|385.261
THDR|CA-2016-130610|07/05/2016|19
THDR|CA-2018-104381|16/12/2018|33.376
THDR|CA-2017-131499|09/08/2017|207.48
THDR|CA-2015-148761|17/05/2015|91.68
THDR|CA-2018-116519|13/10/2018|904.9
THDR|CA-2015-130729|24/10/2015|34.272
THDR|CA-2017-124772|12/05/2017|191.82
THDR|CA-2017-115525|25/07/2017|243.88
THDR|CA-2018-134845|17/04/2018|2613.309
THDR|US-2016-138919|17/09/2016|344.22
THDR|US-2017-160528|23/08/2017|1416.304
THDR|CA-2016-123568|11/08/2016|256.35
THDR|CA-2018-124674|17/11/2018|327.7328
THDR|CA-2016-164441|11/08/2016|70.212
THDR|CA-2018-169054|22/04/2018|254.352
THDR|CA-2015-106719|24/08/2015|8.288
THDR|CA-2018-116855|17/12/2018|504.9
THDR|US-2017-164189|24/03/2017|403.168
THDR|CA-2016-168480|21/09/2016|220.31
THDR|US-2017-114293|21/11/2017|195.136
THDR|CA-2018-134173|16/09/2018|20.736
THDR|US-2016-123960|06/11/2016|207.82
THDR|CA-2018-101749|10/03/2018|171.288
THDR|US-2017-147991|05/05/2017|16.72
THDR|CA-2018-149559|09/11/2018|2089.412
THDR|CA-2016-135174|30/04/2016|1022.97
THDR|CA-2018-125290|11/06/2018|40.28
THDR|CA-2015-137351|30/09/2015|43.176
THDR|CA-2018-121419|04/02/2018|771.8
THDR|US-2018-148054|10/06/2018|307.74
THDR|CA-2017-128517|04/09/2017|523.18
THDR|US-2016-100377|28/08/2016|2799.96
THDR|CA-2018-131492|19/10/2018|95.388
THDR|CA-2017-144554|11/07/2017|119.976
THDR|CA-2018-127621|03/03/2018|26.88
THDR|CA-2016-145184|27/11/2016|188.94
THDR|CA-2018-106859|13/03/2018|780.086
THDR|US-2018-120089|30/11/2018|663.936
THDR|CA-2015-119375|17/11/2015|3116.49
THDR|CA-2017-125206|01/03/2017|114.46
THDR|CA-2016-126137|10/03/2016|120.666
THDR|CA-2015-143903|20/07/2015|1340.976
THDR|CA-2015-104780|21/05/2015|31.84
THDR|CA-2018-101182|09/04/2018|56.136
THDR|US-2018-132297|27/05/2018|598.31
THDR|CA-2015-100328|28/01/2015|3.928
THDR|CA-2018-118773|02/09/2018|397.744
THDR|US-2018-159205|31/03/2018|732.93
THDR|CA-2017-112123|03/03/2017|1094.25
THDR|CA-2016-114468|23/08/2016|59.848
THDR|CA-2018-135692|27/04/2018|253.3856
THDR|CA-2018-131233|14/04/2018|253.128
THDR|CA-2018-119578|22/12/2018|916.14
THDR|CA-2017-124562|12/08/2017|12.957
THDR|US-2018-140074|23/03/2018|25.68
THDR|CA-2017-103037|25/07/2017|15.712
THDR|CA-2018-127460|07/10/2018|298.464
THDR|CA-2017-121671|17/07/2017|589.52
THDR|CA-2017-150350|23/08/2017|1599.864
THDR|CA-2016-121720|06/11/2016|3165.744
THDR|CA-2018-149895|09/08/2018|258.528
THDR|CA-2018-147564|10/02/2018|49.12
THDR|CA-2015-136399|16/12/2015|1308.196
THDR|CA-2015-107916|24/08/2015|25.952
THDR|CA-2018-164168|11/12/2018|256.36
THDR|CA-2016-112557|25/04/2016|206.43
THDR|US-2015-122959|12/12/2015|210.392
THDR|CA-2018-162572|25/09/2018|130.568
THDR|US-2017-148110|09/05/2017|347.802
THDR|CA-2018-131828|02/11/2018|1051.912
THDR|CA-2015-109218|30/06/2015|32.4
THDR|CA-2017-120558|06/07/2017|32.4
THDR|US-2015-109036|20/12/2015|31.05
THDR|CA-2016-147830|15/12/2016|4190.206
THDR|CA-2018-150497|20/07/2018|735.98
THDR|CA-2015-128986|08/03/2015|93.024
THDR|CA-2016-139584|24/08/2016|310.364
THDR|US-2017-162677|26/03/2017|187.616
THDR|US-2015-150924|09/12/2015|5.18
THDR|CA-2015-153969|21/09/2015|451.284
THDR|CA-2017-146682|29/10/2017|67
THDR|CA-2017-138695|28/05/2017|452.464
THDR|CA-2018-107461|21/12/2018|23.88
THDR|US-2017-133879|21/03/2017|544.99
THDR|CA-2018-157483|11/11/2018|181.86
THDR|US-2018-132059|23/09/2018|228.572
THDR|CA-2018-122280|09/10/2018|18.76
THDR|CA-2018-105235|12/05/2018|334.52
THDR|CA-2018-152912|11/09/2018|3013.78
THDR|CA-2015-123498|11/07/2015|100.398
THDR|CA-2018-159352|03/12/2018|69.93
THDR|US-2018-146416|20/10/2018|24.678
THDR|US-2016-163783|27/12/2016|12.672
THDR|CA-2018-123981|10/02/2018|65.99
THDR|CA-2018-158953|06/04/2018|6.37
THDR|CA-2015-165428|09/01/2015|34.752
THDR|CA-2017-169026|08/08/2017|23.34
THDR|CA-2018-109750|22/07/2018|29.97
THDR|CA-2016-149384|07/10/2016|3.366
THDR|CA-2015-131527|12/01/2015|95.968
THDR|CA-2018-164000|18/12/2018|18.704
THDR|CA-2015-164224|18/05/2015|165.168
THDR|CA-2015-158372|11/10/2015|807.686
THDR|CA-2017-108882|01/09/2017|727.878
THDR|US-2018-108245|22/09/2018|24.62
THDR|CA-2015-142314|23/12/2015|207.24
THDR|CA-2017-132409|26/05/2017|36.352
THDR|CA-2018-150189|07/08/2018|75.18
THDR|CA-2015-114433|13/05/2015|149.97
THDR|CA-2018-104640|11/10/2018|1362.056
THDR|US-2016-137008|10/02/2016|235.97
THDR|CA-2015-108189|10/02/2015|598.144
THDR|CA-2015-154641|08/11/2015|375.34
THDR|CA-2018-131625|09/01/2018|114.9
THDR|US-2018-156356|16/04/2018|61.486
THDR|CA-2017-138933|24/04/2017|3.984
THDR|CA-2017-140746|15/01/2017|181.797
THDR|CA-2017-146836|05/02/2017|90.516
THDR|US-2017-127971|20/11/2017|448.418
THDR|US-2017-140809|02/01/2017|56.45
THDR|CA-2018-114524|31/03/2018|13.468
THDR|CA-2018-113355|12/01/2018|536.858
THDR|US-2018-140907|12/10/2018|392.22
THDR|CA-2017-159730|17/09/2017|219.472
THDR|CA-2017-157868|23/12/2017|24.85
THDR|CA-2018-119389|17/04/2018|60.312
THDR|CA-2018-110373|27/10/2018|34.24
THDR|CA-2017-155474|07/08/2017|127.28
THDR|CA-2016-155453|08/09/2016|4.608
THDR|US-2017-161844|12/09/2017|82.92
THDR|US-2017-162103|13/11/2017|3.136
THDR|CA-2015-151554|14/11/2015|20.736
THDR|CA-2015-140662|17/11/2015|1075.37
THDR|CA-2017-122518|03/04/2017|10.08
THDR|US-2015-126571|10/11/2015|483.336
THDR|CA-2015-143840|22/05/2015|180.93
THDR|CA-2015-115980|15/07/2015|9.51
THDR|CA-2016-155145|27/12/2016|7.92
THDR|CA-2016-146038|02/09/2016|203.92
THDR|CA-2018-133865|05/08/2018|3359.952
THDR|CA-2018-116358|11/02/2018|46.02
THDR|CA-2015-102988|04/05/2015|4251.92
THDR|US-2015-117170|17/09/2015|52.608
THDR|CA-2015-159478|30/09/2015|15.24
THDR|CA-2015-103702|09/12/2015|63.924
THDR|CA-2018-150525|20/02/2018|19.67
THDR|CA-2016-157770|13/12/2016|808.666
THDR|CA-2017-167290|30/10/2017|11.68
THDR|CA-2015-106264|26/12/2015|15.39
THDR|CA-2015-138023|15/08/2015|30.96
THDR|CA-2018-113418|10/01/2018|1704.89
THDR|US-2016-110569|23/05/2016|140.986
THDR|CA-2018-136308|16/11/2018|1919.976
THDR|US-2015-159926|18/11/2015|730.009
THDR|CA-2015-104738|30/12/2015|609.614
THDR|CA-2016-144386|11/05/2016|25.344
THDR|CA-2017-111416|17/09/2017|232.4
THDR|CA-2017-162747|20/03/2017|86.45
THDR|US-2015-133130|27/09/2015|685.9
THDR|CA-2018-169978|24/12/2018|286.14
THDR|CA-2018-161739|11/10/2018|341.96
THDR|CA-2016-165057|09/11/2016|189.99
THDR|CA-2015-134551|20/12/2015|732.312
THDR|CA-2016-120810|23/07/2016|197.76
THDR|CA-2015-165309|11/11/2015|1639.496
THDR|CA-2018-122595|14/12/2018|282.688
THDR|US-2018-109253|21/08/2018|1520.15
THDR|CA-2017-145982|27/08/2017|549.775
THDR|CA-2016-112014|13/08/2016|50.8
THDR|CA-2018-154732|11/05/2018|16.03
THDR|US-2017-157308|17/08/2017|15.712
THDR|CA-2017-147536|26/12/2017|89.97
THDR|US-2015-134733|23/09/2015|519.983
THDR|US-2015-150434|19/07/2015|455.23
THDR|CA-2018-100335|09/07/2018|73.008
THDR|CA-2017-139234|05/06/2017|29.384
THDR|US-2016-142020|06/04/2016|65.72
THDR|CA-2016-139962|13/12/2016|57.32
THDR|CA-2017-130050|16/07/2017|9.552
THDR|CA-2015-115161|31/01/2015|290.666
THDR|CA-2015-165379|07/09/2015|24.72
THDR|CA-2016-115511|21/11/2016|208.008
THDR|CA-2017-134887|25/03/2017|1287.45
THDR|CA-2018-123778|23/09/2018|186.784
THDR|CA-2016-161718|12/04/2016|794.574
THDR|CA-2017-100671|11/01/2017|111.672
THDR|CA-2018-142867|17/03/2018|24.048
THDR|CA-2018-103156|23/11/2018|24.048
THDR|US-2018-162208|27/08/2018|2.896
THDR|CA-2016-130659|12/04/2016|2201.864
THDR|CA-2018-148404|10/07/2018|1027.21
THDR|CA-2018-101077|25/03/2018|6.848
THDR|CA-2015-166471|08/09/2015|1310.336
THDR|CA-2015-105340|22/11/2015|6.928
THDR|US-2018-131583|06/10/2018|40.032
THDR|US-2018-148362|07/01/2018|639.83
THDR|CA-2015-102274|21/11/2015|865.5
THDR|CA-2016-129700|05/04/2016|22.288
THDR|CA-2018-168739|29/05/2018|65.424
THDR|CA-2016-152527|17/10/2016|77.88
THDR|US-2015-150119|23/04/2015|592.568
THDR|US-2018-150847|30/04/2018|10.368
THDR|CA-2017-100244|20/09/2017|475.694
THDR|CA-2017-116540|09/02/2017|10.07
THDR|CA-2016-151841|27/04/2016|49.4
THDR|CA-2016-150791|09/06/2016|271.764
THDR|CA-2017-134803|28/05/2017|1157.68
THDR|CA-2016-153381|24/09/2016|1423.34
THDR|US-2018-111024|07/03/2018|279.004
THDR|CA-2018-148264|12/08/2018|218.81
THDR|CA-2018-131212|12/05/2018|39.792
THDR|US-2016-100531|27/09/2016|39.368
THDR|CA-2018-152583|30/10/2018|321.39
THDR|CA-2016-144099|29/11/2016|4.304
THDR|CA-2015-158337|03/11/2015|108.92
THDR|CA-2018-168858|19/11/2018|2521.48
THDR|CA-2017-116344|29/07/2017|84.784
THDR|CA-2016-131779|06/12/2016|29.9
THDR|CA-2017-158869|08/06/2017|70.88
THDR|CA-2018-102554|06/11/2018|3.76
THDR|CA-2017-162614|10/07/2017|27.264
THDR|CA-2015-168592|09/08/2015|75.64
THDR|CA-2015-157609|16/03/2015|471.92
THDR|CA-2016-153325|03/01/2016|58.72
THDR|CA-2016-153626|07/09/2016|5.16
THDR|CA-2017-166485|20/02/2017|16.496
THDR|CA-2018-136448|16/09/2018|684.11
THDR|CA-2018-114258|11/05/2018|492.768
THDR|CA-2016-152611|20/02/2016|286.79
THDR|CA-2017-165470|25/11/2017|5.08
THDR|CA-2018-128699|12/03/2018|47.992
THDR|US-2016-147242|09/10/2016|702.74
THDR|CA-2017-146143|14/12/2017|133.38
THDR|CA-2016-100888|04/06/2016|47.952
THDR|US-2017-150035|12/01/2017|16.74
THDR|CA-2018-122644|11/12/2018|29.392
THDR|CA-2018-111815|03/03/2018|280.96
THDR|CA-2017-144911|27/11/2017|186.95
THDR|CA-2015-143385|31/08/2015|92.52
THDR|CA-2017-131289|12/08/2017|1475.584
THDR|CA-2015-124023|04/07/2015|8.96
THDR|CA-2015-124688|27/08/2015|1812.01
THDR|CA-2017-151169|21/10/2017|7.92
THDR|US-2017-134761|30/11/2017|36.192
THDR|CA-2018-120705|09/05/2018|147.184
THDR|CA-2016-157322|07/02/2016|1305.81
THDR|CA-2018-142034|24/09/2018|1331.82
THDR|CA-2017-107328|08/08/2017|1016.184
THDR|CA-2017-108616|29/09/2017|298.83
THDR|CA-2018-125115|04/10/2018|106.104
THDR|CA-2017-150945|18/12/2017|900.08
THDR|CA-2015-166863|20/06/2015|1353.5296
THDR|CA-2018-140326|09/04/2018|849.846
THDR|CA-2017-168536|20/12/2017|66.3
THDR|US-2017-113649|08/09/2017|645.136
THDR|CA-2016-124975|22/06/2016|796.425
THDR|CA-2016-168767|04/10/2016|12.832
THDR|CA-2017-114482|21/11/2017|445.4
THDR|CA-2017-137673|09/05/2017|116
THDR|CA-2017-132731|24/11/2017|657.552
THDR|CA-2018-148922|12/10/2018|684.78
THDR|CA-2017-130680|24/06/2017|38.24
THDR|CA-2016-141145|17/09/2016|87.168
THDR|US-2017-152835|19/05/2017|21.4
THDR|CA-2017-155565|28/05/2017|54.9
THDR|CA-2015-110849|18/04/2015|323.458
THDR|CA-2017-145842|17/06/2017|40.74
THDR|CA-2015-158771|05/09/2015|158.71
THDR|CA-2017-157511|18/09/2017|107.396
THDR|CA-2018-121216|23/12/2018|57.984
THDR|CA-2018-155292|30/10/2018|204.98
THDR|CA-2017-152555|29/03/2017|1702.38
THDR|CA-2018-107832|23/11/2018|7.476
THDR|CA-2015-120838|23/03/2015|935.152
THDR|CA-2018-118542|12/01/2018|55.488
THDR|CA-2018-152737|11/07/2018|461.592
THDR|CA-2018-109757|09/04/2018|49.704
THDR|CA-2017-130029|07/03/2017|16.92
THDR|CA-2018-103877|09/07/2018|1577.94
THDR|CA-2017-137176|09/09/2017|15.008
THDR|CA-2018-168109|07/03/2018|4150.972
THDR|US-2018-126081|29/06/2018|5.184
THDR|CA-2018-117023|08/07/2018|116.48
THDR|CA-2016-143532|19/03/2016|14.496
THDR|CA-2017-103163|06/07/2017|9.514
THDR|CA-2017-104157|25/07/2017|2503.47
THDR|CA-2018-117807|10/01/2018|104.85
THDR|CA-2016-121650|12/10/2016|1000.43
THDR|CA-2018-161823|09/03/2018|5.96
THDR|CA-2018-121839|24/09/2018|1169.694
THDR|CA-2018-158729|19/12/2018|1665.62
THDR|CA-2018-146535|24/11/2018|1446.84
THDR|CA-2015-154186|13/12/2015|2.92
THDR|CA-2017-108434|12/05/2017|465.18
THDR|CA-2017-164154|09/11/2017|59.948
THDR|CA-2018-148012|12/09/2018|2.624
THDR|CA-2015-102869|09/09/2015|233.244
THDR|CA-2018-138310|26/06/2018|431.928
THDR|CA-2015-159835|17/11/2015|670.378
THDR|CA-2018-112956|21/08/2018|394.48
THDR|CA-2017-119683|03/12/2017|29.34
THDR|CA-2015-163559|23/09/2015|139.44
THDR|CA-2015-140228|28/04/2015|211.576
THDR|US-2017-131674|29/11/2017|58.416
THDR|CA-2016-110093|12/03/2016|53.232
THDR|CA-2018-112529|19/11/2018|749.892
THDR|CA-2017-154536|09/05/2017|9.555
THDR|CA-2018-141929|09/04/2018|711.394
THDR|CA-2017-109743|22/09/2017|104.712
THDR|CA-2015-159184|14/09/2015|149.56
THDR|CA-2018-113530|19/05/2018|726.828
THDR|CA-2015-169726|08/09/2015|2060.744
THDR|CA-2018-155957|26/11/2018|265.408
